date,GWL,P,T,ET,NDVI
2002-01-15,,0.0738256061311419,1.330919657752528,0.3318925153231726,-2.8112061996644755
2002-02-15,,2.9518701618322543,0.573449172998342,0.6574597570515545,-1.2391717160847529
2002-03-15,-2.7819947728905157,0.1231002986417408,0.609992443500254,0.3500444364179468,-0.1687202194837739
2002-04-15,,-0.4405914606062211,0.12451085074814361,-0.24586733339923,0.6611345597859367
2002-05-15,-2.6427848580637185,-0.4728549729174501,-0.7067638526381075,-1.083009429418693,0.795705605072918
2002-06-15,,-0.9211835273052923,-1.3394167186168358,-1.3736747027312448,0.28902523001512265
2002-07-15,,-0.9457343748907838,-1.4923585571385511,-1.3365997239456626,-0.42053119058895827
2002-08-15,,-1.1134673085112252,-1.0046875011652585,-1.0245398291118817,-1.050568357159821
2002-09-15,,-1.0316136110740552,-0.24411679477842707,-0.20510469049234625,-1.49913850811642
2002-10-15,,-1.2221731950473196,0.6616543036326052,0.16195282812304762,-2.577745825643882
2002-11-15,-1.6265524798280802,-0.9093761107716111,1.26013187097926,-0.03818976926771051,-3.3341982165752406
2002-12-15,,-0.21711827764379732,1.5201533974545889,0.06983311870111038,-2.884608588002829
2003-01-15,,-0.8262304323362236,1.5108017300855872,0.4846330571520467,-2.7112973933150526
2003-02-15,,0.45453124776268833,1.2484668772451166,0.10454065783766096,-2.3198179888438375
2003-03-15,-0.4154262208349213,0.025092755160525625,0.4418117952377894,0.09468356924348306,-0.5071867879328443
2003-04-15,,0.41444177157985673,-0.25318794855668825,-0.5565876458836051,0.22479814021906194
2003-05-15,,2.8252039134916584,-0.7924188597202485,-1.1231375950090086,0.6060827685321736
2003-06-15,,-0.5386416790131691,-1.2140745029963789,-1.2938471615094675,0.6662319478649907
2003-07-15,-1.3481326501744768,-0.7369707744004207,-1.4548353105858942,-1.2924611974377898,0.2472266477668895
2003-08-15,,-0.5229592737103574,-1.2756344855446153,-1.0269634120916764,-0.3196029066237229
2003-09-15,,-1.0768531548361928,-0.42867652231280534,-0.24031292530521597,-0.6070955942822717
2003-10-15,,-0.05983909651832521,-0.3628687625334722,0.34212952333424335,-0.5530632806443165
2003-11-15,,0.1642984983966589,0.7833061261697748,0.9979043904890096,-1.1270291783456037
2003-12-15,,-0.35090157236378305,0.7840711632354136,1.2074127833467707,-0.2400836525905093
2004-01-15,-0.5267941526963588,0.10483140019442964,1.3703773551711518,1.18704623001601,-1.3941323136879433
2004-02-15,,0.3735801453289145,1.3714811943658558,0.6172710051343637,-1.2004315666839551
2004-03-15,,-0.44903083581488973,0.7500853023529119,0.2916858209506219,-0.09531783114542006
2004-04-15,,-0.3108622232909068,0.017620600544112575,-0.5848262070069085,-0.2502784287486082
2004-05-15,,-1.009090066062273,-0.8985222146567662,-1.1847087479943958,-0.4969920117747409
2004-06-15,,-1.028313749306808,-1.1713380752964557,-1.3125055240105274,-0.5153426088593294
2004-07-15,,-0.5881209246113444,-1.4115706430073127,-1.3921426302910274,-0.6713226840783301
2004-08-15,,-0.4918818954357019,-0.9712553813969388,-1.0404503243651837,-0.9088609685621651
2004-09-15,0.44767525109123824,-0.06189783664287699,-0.5290129549878857,-0.31759895024926155,-0.7742899232751884
2004-10-15,,1.2027106748832828,0.2863052610293651,0.49311768101036285,-0.16260335378891408
2004-11-15,,-0.2608607770545288,0.49418404693109336,1.428099330155766,-0.5367516387913488
2004-12-15,,0.2710885462063471,0.8134157992530554,1.0578361232869977,-0.14884199394683736
2005-01-15,,0.639763499828957,1.1215873014260942,1.330866042685176,-0.9914386554428121
2005-02-15,,0.8745397637489927,0.8923421231912395,1.0826648920409792,-0.2176551450426749
2005-03-15,,-0.08269617650326337,0.4916157082107352,0.2931362816039164,0.27984993147282505
2005-04-15,,-1.079876565073129,0.24008973619762208,-0.4142245138183644,-0.02599335327030987
2005-05-15,,-0.7192581951987614,-0.8425470026876836,-1.221827210089755,-0.3991221606569365
2005-06-15,,0.8877214293586898,-1.234045613443145,-1.3440374527612107,-0.13405798054621765
2005-07-15,,-0.8061567359506108,-1.3057113713250743,-1.2660639170961703,-0.28901857814940807
2005-08-15,,-1.2387712255048444,-1.190045053068098,-1.15002019705621,-0.4409207429051674
2005-09-15,,-0.08814097004064579,-0.4789758878615982,-0.16487414101616482,-0.2706679810648173
2005-10-15,,0.2222766934344204,0.3067098924799929,0.6275013790826287,0.09532448301113465
2005-11-15,,0.924715167316222,0.5172772372123783,1.1653175923789707,0.5204466488040934
2005-12-15,0.08514943122978398,-0.717588120354889,1.1181592067653114,1.6711987140584756,-0.18809029418417494
2006-01-15,0.3066690792989311,0.9596174850871804,1.5024664691037912,1.4982985369739736,-0.30125230953913446
2006-02-15,0.3989517809018582,-0.6291495489773898,1.1129059522479452,0.9084562302976766,0.24212925968784005
2006-03-15,0.4382449020223247,-0.7743309407245169,0.6928933171461036,-0.012847734787756481,0.1350841100277426
2006-04-15,0.8156534592834068,-1.267012856694239,-0.26367624242320575,-0.6146620587167582,-0.4215506682047686
2006-05-15,0.8527311968130903,-0.6345452964760304,-0.9729894654123846,-1.1607168858783028,-0.5581606687233683
