date,GWL,P,T,ET,NDVI
2002-01-15,-0.4476395636923322,-1.0942831065566174,0.49536849557054624,1.3341702833289841,-0.3723345859172636
2002-02-15,0.08338885586497034,0.1638713493100584,1.0284767252180091,0.3179544262919362,-0.8160923706834539
2002-03-15,0.06126267171674985,-1.6762520442094535,0.9421105282345253,-0.331481563771518,-1.2093709865517317
2002-04-15,0.28252451319895966,-0.5698979444407983,0.04660183655699905,-1.064255602016638,-1.1805736261538922
2002-05-15,0.10551504001319181,-0.14806368303823506,-0.6183214329871466,-1.2815740010490544,-0.5026626219809643
2002-06-15,-0.13787298561723899,0.5468726115358699,-1.097932068845945,-1.4058549413123145,0.2201072963300469
2002-07-15,-0.6025228527298792,0.7970203215897144,-1.1377739597702545,-1.22015129471056,0.5165576882214203
2002-08-15,-0.5582704844334372,-0.44704776082320535,-1.149351454491298,-0.6562140731708164,0.7281112960572159
2002-09-15,-0.4697657478405532,0.29724408838314015,-0.706398420099669,0.144992459666073,0.8015355417269061
2002-10-15,-0.5140181161369952,-0.09360505594326791,-0.28468291238805976,0.7708981332001937,0.6891046655451923
2002-11-15,1.543717009647554,0.13539920744768033,0.15156474324282346,1.9512991734801572,0.5248179158592596
2002-12-15,1.8313574035744264,-0.6754571592601682,1.0357370582711731,0.8137608232906599,-0.48935447745333244
2003-01-15,1.123319510831356,0.018885324076762806,1.5338525493287325,0.47283648541579604,-1.4778283847815348
2003-02-15,0.6586696437187158,-0.46677582049914995,1.2606504648089742,0.2411103014523752,-1.5985194886010878
2003-03-15,0.5922910912740534,-0.6940108320369445,0.6766357038277553,-0.11814901120926738,-0.4659504991461193
2003-04-15,0.7250481961633783,-0.5774378736219536,0.006867109220189687,-0.5956680271800747,0.1260324815657567
2003-05-15,0.7693005644598203,-1.0837636091099723,-0.699727486777761,-1.118741339222855,0.08519024491199202
2003-06-15,0.2603983290507382,1.0241022933049566,-1.0790483138199423,-1.4027523906367898,0.3072985880628044
2003-07-15,0.017010303420307887,0.4995098082251492,-1.1757634515392095,-1.1463793669280666,0.6946114839704195
2003-08-15,-0.13787298561723899,1.0488733245588513,-1.2724479710906131,-0.872086869344672,0.7671179265692376
2003-09-15,-0.7574061417674259,0.12863668711377443,-0.9090447640632363,-0.12504067973193367,0.7597755020022694
2003-10-15,-0.4255133795441112,0.7606751645294715,-0.505003593747265,1.1009759133952766,0.9855550574365658
2003-11-15,-0.2485039063583434,-0.9841754060427893,0.5445565822333027,2.6700882012297127,0.7267345914509085
2003-12-15,-0.20425153806190194,-0.7204069231975204,1.1134651046479225,0.9761720992843246,-0.7243120635963411
2004-01-15,0.6586696437187158,-0.9155202642112075,0.9042396818660166,0.6604973663234942,-1.2235969341502335
2004-02-15,0.9463100376455881,-0.229693908990589,1.0352701312113488,0.32680253088332184,-1.3520893640721912
2004-03-15,0.7914267486080417,-0.013800118392576657,0.6377506306489754,-0.3565893635893196,-1.0473787445429774
2004-04-15,0.5922910912740534,-0.1987273685515464,-0.32950791013115277,-0.8959988874607745,-0.3025815525310586
2004-05-15,0.41528161808828556,-0.48709687742997315,-0.8023327945385719,-0.9981080464743353,0.44680465483521536
2004-06-15,0.3489030656436221,2.613847187700511,-1.209604181563501,-1.3443748243329554,0.5289480296781822
2004-07-15,,0.37825201371787115,-1.3224550937435582,-1.1838495259013502,0.4963660206622558
2004-08-15,-1.199929824731845,0.49177143461980316,-0.9334397893035519,-0.7622111261967723,0.7106730377106645
2004-09-15,-1.4433178503622754,-0.10546055201426797,-0.6984109055598963,0.17683208829816138,0.9557264576332545
2004-10-15,0.017010303420307887,-0.8191547508689706,0.12549337331232985,1.3066266428876678,0.8130080801127949
2004-11-15,0.06126267171674985,0.2630941300774422,0.2935947693909002,1.965532072163384,0.467914125465251
2004-12-15,0.5701649071258319,-0.3568068900291557,0.7374395579213795,1.4267416811847438,-0.18693836560129728
2005-01-15,0.6586696437187158,-0.27524511664297047,1.3402730103218994,0.7791913745627036,-1.242870798638527
2005-02-15,0.3267768814954016,1.5905477132162642,0.6191118209658476,0.5567188023261798,-0.5031215235163988
2005-03-15,0.3267768814954016,-1.1914212647195705,0.49715200384823494,-0.1579297694702285,-0.5095461450124981
2005-04-15,0.5480387229776115,-0.5863921249228067,0.04360891064895593,-0.8233475314295114,-0.7210997528482915
2005-05-15,1.3667075364617862,-1.3666031173853475,-0.6792592415651487,-1.2629423513066123,-0.6889766453678037
2005-06-15,0.03913648756852887,0.5848259857594814,-0.9213073402900902,-1.4151539034260632,0.16412130900690827
2005-07-15,-0.5140181161369952,-0.5687561279840112,-1.1502853086109468,-1.1138505524137068,0.6713123483360953
2005-08-15,-0.8237846942120884,1.0419413844024403,-1.0622465942082482,-0.5839101222760106,0.8878090303887916
2005-09-15,-1.0007941673978562,-0.04088209556881356,-0.5462768840189111,0.37215241451022124,0.9538908514915104
2005-10-15,-0.9786679832496353,0.3944543090680031,-0.30719874757612065,1.417794113582947,1.0213493772005398
2005-11-15,-0.6246490368781,-0.6109746690976143,0.44333674656803346,2.007483951629245,0.6904813701514989
2005-12-15,1.0569409583866936,-0.5708867991281288,1.090524442380847,0.39982630045555784,-0.8261882044630351
2006-01-15,0.43740780223650605,-0.2548620186503846,1.6697819055312397,0.3997985680389044,-1.9348943140753554
2006-02-15,0.3489030656436221,-0.3913101835550439,1.1845911085804524,0.13377612618107743,-1.887627455925492
2006-03-15,1.2782027998689023,-0.6377754934428308,1.4048352445200112,-0.5931095962121049,-1.8164977179329795
2006-04-15,0.3931554339400641,0.8039728231619961,-0.2612982866870403,-1.100725994942374,-0.5912306183200273
2006-05-15,0.017010303420307887,-0.3269458657815214,-1.1482798186162968,-1.04796177992571,0.8180559970025856
2006-06-15,0.03913648756852887,-1.2894668542515118,-1.3475505095736047,-1.0211405277403487,0.9782126328695966
2006-07-15,-0.20425153806190194,-0.10096717459397919,-1.276979459933493,-0.8785335767573307,1.0888079029095672
2006-08-15,-0.07149443317257603,-1.041085374280919,-0.9644521660720194,-0.28303509147926553,1.1677389670044855
