date,Region,Latitude,Longitude,year,month,GWL,GWL+1,GWL+2,GWL+3,GWL+4,GWL+5,GWL+6,P,T,ET,NDVI
2002-01-15,NSW,-33.2105972,141.7620305,2002,1,9.706363636363635,9.73,9.744285714285716,,9.81,,9.82,4.6196893304585736,32.08835937500004,1.9962888665998,0.22565
2002-02-15,NSW,-33.2105972,141.7620305,2002,2,9.73,9.744285714285716,,9.81,,9.82,9.778181818181816,4.83751778304574,31.00792968750005,2.144108761329305,0.23075
2002-03-15,NSW,-33.2105972,141.7620305,2002,3,9.744285714285716,,9.81,,9.82,9.778181818181816,9.770666666666669,4.6801601015031,26.46896484375003,2.284188911704312,0.23625
2002-04-15,NSW,-33.2105972,141.7620305,2002,4,,9.81,,9.82,9.778181818181816,9.770666666666669,9.763,5.971111580729449,21.464023437500032,1.9895543175487465,0.2467
2002-05-15,NSW,-33.2105972,141.7620305,2002,5,9.81,,9.82,9.778181818181816,9.770666666666669,9.763,9.772666666666668,17.4889107048511,15.556875000000048,3.625893958076449,0.26255
2002-06-15,NSW,-33.2105972,141.7620305,2002,6,,9.82,9.778181818181816,9.770666666666669,9.763,9.772666666666668,9.775384615384615,16.127479076385455,10.213046875000032,4.511267605633804,0.2776
2002-07-15,NSW,-33.2105972,141.7620305,2002,7,9.82,9.778181818181816,9.770666666666669,9.763,9.772666666666668,9.775384615384615,9.786666666666669,6.7153192609548285,10.596308593750052,3.928311688311688,0.25855
2002-08-15,NSW,-33.2105972,141.7620305,2002,8,9.778181818181816,9.770666666666669,9.763,9.772666666666668,9.775384615384615,9.786666666666669,9.7916,8.83530268818133,13.026679687500009,2.5620822622107973,0.2363
2002-09-15,NSW,-33.2105972,141.7620305,2002,9,9.770666666666669,9.763,9.772666666666668,9.775384615384615,9.786666666666669,9.7916,9.803666666666668,8.27494740486144,19.184218750000014,2.767399267399268,0.21555
2002-10-15,NSW,-33.2105972,141.7620305,2002,10,9.763,9.772666666666668,9.775384615384615,9.786666666666669,9.7916,9.803666666666668,9.818666666666669,1.4266797993331632,23.880683593750007,2.128413793103448,0.2024
2002-11-15,NSW,-33.2105972,141.7620305,2002,11,9.772666666666668,9.775384615384615,9.786666666666669,9.7916,9.803666666666668,9.818666666666669,9.823793103448276,17.836282253265335,28.077304687500032,1.9936619718309856,0.20115
2002-12-15,NSW,-33.2105972,141.7620305,2002,12,9.775384615384615,9.786666666666669,9.7916,9.803666666666668,9.818666666666669,9.823793103448276,9.839259259259258,36.75898933410637,30.85255859375001,1.4388090349075977,0.20185
2003-01-15,NSW,-33.2105972,141.7620305,2003,1,9.786666666666669,9.7916,9.803666666666668,9.818666666666669,9.823793103448276,9.839259259259258,9.847142857142858,0.8210511328652231,32.559453125000005,1.1745039682539682,0.2004
2003-02-15,NSW,-33.2105972,141.7620305,2003,2,9.7916,9.803666666666668,9.818666666666669,9.823793103448276,9.839259259259258,9.847142857142858,9.838,30.747474431991545,32.520097656250016,2.271926229508197,0.21615
2003-03-15,NSW,-33.2105972,141.7620305,2003,3,9.803666666666668,9.818666666666669,9.823793103448276,9.839259259259258,9.847142857142858,9.838,9.854074074074074,0.6563620576635003,24.981875,2.3498435870698646,0.2187
2003-04-15,NSW,-33.2105972,141.7620305,2003,4,9.818666666666669,9.823793103448276,9.839259259259258,9.847142857142858,9.838,9.854074074074074,9.860322580645162,2.918674908578376,20.513125,2.694212218649518,0.2233
2003-05-15,NSW,-33.2105972,141.7620305,2003,5,9.823793103448276,9.839259259259258,9.847142857142858,9.838,9.854074074074074,9.860322580645162,9.888666666666666,36.20695826411245,14.31437500000004,4.362915129151292,0.263
2003-06-15,NSW,-33.2105972,141.7620305,2003,6,9.839259259259258,9.847142857142858,9.838,9.854074074074074,9.860322580645162,9.888666666666666,9.85,25.167059898376465,10.779902343750052,5.753627311522049,0.2806
2003-07-15,NSW,-33.2105972,141.7620305,2003,7,9.847142857142858,9.838,9.854074074074074,9.860322580645162,9.888666666666666,9.85,9.871333333333332,13.33057209849357,9.450312500000052,4.455944931163955,0.2839
2003-08-15,NSW,-33.2105972,141.7620305,2003,8,9.838,9.854074074074074,9.860322580645162,9.888666666666666,9.85,9.871333333333332,9.864482758620689,42.11747646331784,11.111855468750036,5.104784688995217,0.2962
2003-09-15,NSW,-33.2105972,141.7620305,2003,9,9.854074074074074,9.860322580645162,9.888666666666666,9.85,9.871333333333332,9.864482758620689,9.880322580645162,20.09811937808988,18.657128906250023,4.37219730941704,0.2563
2003-10-15,NSW,-33.2105972,141.7620305,2003,10,9.860322580645162,9.888666666666666,9.85,9.871333333333332,9.864482758620689,9.880322580645162,9.905666666666669,15.604228466749149,20.809941406250005,3.630458970792768,0.2376
2003-11-15,NSW,-33.2105972,141.7620305,2003,11,9.888666666666666,9.85,9.871333333333332,9.864482758620689,9.880322580645162,9.905666666666669,9.921612903225808,19.74059700965877,30.11179687500004,2.156593977154725,0.22015
2003-12-15,NSW,-33.2105972,141.7620305,2003,12,9.85,9.871333333333332,9.864482758620689,9.880322580645162,9.905666666666669,9.921612903225808,9.939655172413794,24.018851816654177,32.13058593750003,1.846215139442231,0.22435
2004-01-15,NSW,-33.2105972,141.7620305,2004,1,9.871333333333332,9.864482758620689,9.880322580645162,9.905666666666669,9.921612903225808,9.939655172413794,9.956774193548386,4.7055720090865485,31.44382812500004,2.126639757820384,0.2177
